restraunts_name,restraunts_phone,restraunts_user_name,restraunts_user_review_name
Ristorante Machiavelli,(206) 621-7941,Khanh N.,"I am sooo glad I found this cute little place! Shoutout to my boyfriend for finding it on his Yelp search!
This cute little place was packed when we got there around 8pm on a Friday night. We put or name down (they quoted as an hour) and went elsewhere for a drink because the bar area was packed as well. The layout of the restaurant is a bit odd and a little difficult to get in and out with people wait on the bench but I think it adds to its charm. Just be prepared to wait but there are tons of places around to grab a drink or explore :)
We came back an hour later. And they called two names that didn't show and then we were up! They quoted us time perfectly. Going into the restaurant area you can see why it's such a long wait. I think I counted about 14 tables for the entire restaurant.
We sat down. Got bread. We ordered drinks. Drinks came so fast. We got a half carafe of red wine. And then we ordered. And our food came. It was such fast and great service! We felt cared for but also didn't feel like they were bothering us all the time. The bread is from Macrina bakery and it was delish! Our pastas that we got were UNREAL. Such good portions sizes and DELICIOUS.
Best part of this was that it was $44 before tip and we were stuffed and had leftovers. That's definitely a STEAL!!
Probably are new go to date night spot. Seriously love this place."
Ristorante Machiavelli,(206) 621-7941,Nancy W.,"I haven't been here for a few years but still love the place. Very small venue and they don't take reservations so either get there early or plan on a wait. We were here on a Friday night and got to the restaurant about 5:15 and they were just about full, even after opening at 5. As an appetizer we ordered the Bresaola Alla Valtinellese which is cured beef, olive oil and lemon topped with arugula and shaved parmesan cheese. My friend ordered the fettuccine carbonara and I ordered the lasagna bolognese. Both were excellent, although I would have liked to have had more bolognese sauce. Noticed that in between some of the layers of lasagna there was nothing but pasta on top of pasta. Wine was nothing exceptional. Didn't order dessert but now wish I had as they featured a chocolate mousse tiramisu. Big regret there. Small cozy bar with good music."
Ristorante Machiavelli,(206) 621-7941,Danielle D.,"TLDR
I'm Italian and from NY--my standards for Italian food are high.
Seattle has a way of taking any type of soul food & making it unapproachable, so when searching through all of the restaurants I was reluctant.
I was given a few Italian restaurant suggestions, but they all were an abrupt ""no"". Through my own search, I found Machievelli. I was hesitant at first--bc yelp photos make it seem like a pizza shop--but
Took a chance.
I was blown away.
There are TWO rooms, a bar area /waiting room and a romantically lit dining room.
Tiny, but the feel and smell brought back NY memories.
I was seated with bread. Thank goodness. Put away 3 plates myself.
Gave them additional tests & ordered the traditional antipast, eggplant parm, & tiramisu.
WAS NOT DISAPPOINTED!
They are a restaurant I will forever go to --and send people to!
Bring cash trust me.
Oh man I loved this restaurant."
Ristorante Machiavelli,(206) 621-7941,Janhavi B.,"My new go-to for a casual Italian dine-out experience. Authentic, delicious and not unnecessarily expensive (unlike most Italian joints in town). We were 3 people and shared the red pepper penne with shrimp, the carbonara and a half-carafe of wine! We ended up paying about $25 a pop. You can expect a long wait given its location in Capitol Hill but you can wait with a drink in the bar area and should get in within 30- 45 minutes. All in all - highly recommend for an amazing Italian fare!"
Ristorante Machiavelli,(206) 621-7941,Isaiah G.,A friend referred me here. We we're in Seattle and our hotel was only two blocks away. We decided to come here for valentines. I can't really judge the wait based on going on the busiest holiday in the year. The is a small but really cute restaurant. As soon as you walk in there's a bench you can sit at if you need to wait. There's a good size bar with tables to the right. Up two steps is the hostess. Once you go to what is considered the second floor it's a small restaurant. I almost felt like I was in a home. The bread and oil they gave with the bread was really good. I ordered a Cesar salad that was pretty good too. My husband ordered your typical spaghetti and meat balls. To my surprise it was pretty authentic and very delicious. I ordered pasta with a white sauce and prawns. My dish was just as good if not better. The service was very good and professional. I would definitely be returning.
Ristorante Machiavelli,(206) 621-7941,Jenny C.,"It has been a long time since I've been here and on a Friday night there was about a 45 minute wait. The good thing about their waitlist is, if you miss your spot they'll put you in line for the next table so it is not like you have to wait all over again.
I don't really enjoy the atmosphere of this place and that's the main reason for me not coming back. It's crowded and loud and not in the least bit romantic if you're looking to come here for a date. That being said, I did enjoy the food. The Caesar salad had a good dressing and the lettuce was fresh and crisp. I loved my linguine vongole and that was definitely the better of the two pasta dishes but I think I would be smart and just get takeout next time.
There is a 5% cash discount so bring some cash if you would like to save a little money."
Ristorante Machiavelli,(206) 621-7941,Jenny C.,"Machiavelli is a good basic Italian place that is very popular with the locals. There is almost always a wait but we showed up after 8pm on the Saturday and only waited 20 minutes so that was reasonable. The server promptly brought us ice water and Columbia City bread. The bread was definitely fresh with a soft interior and a chewy crust. The dipping sauce is unique too and sold in bottles for $6.50. The wines by the glass were reasonably priced at $7.50-$8.50 per glass.
We ordered the Linguine alle Vongole $12.95 and the Fettucine Carbonara $13.95. My favorite was the linguine. The linguine had a very flavorful spicy garlic red sauce. On the other hand, the carbonara sauce lacked salt despite the bacon and the pasta was served lukewarm which detracted from our enjoyment of it. Oddly enough, the carbonara had a smaller portion size too compared to the linguine despite being the pricier entree.
Two options were available for dessert tonight: housemade tiramisu or vanilla cheesecake. We opted for the tiramisu and were not disappointed. The ladyfingers were soaked with the perfect amount of liquid and had a good coffee flavor without being soggy. The whipped mascarpone on top was a nice touch. Normally tiramisu is layers of mascarpone and ladyfingers alternating but Machiavelli does it differently and I like how there is less cream than usual.
This is a solid place and service was good so we will definitely be back but skipping the carbonara."
Ristorante Machiavelli,(206) 621-7941,Dione L.,"Me and my boyfriend always walk by this restaurant and have been dying to go. We finally made it over here and literally probably MY FAVORITE italian spot in seattle.
The staff/ service was fantastic. The restaurant was super cozy and fun. The food is super reasonable and portions were good.
The pasta was super fresh i got the spaghetti with garlic and olive oil. Super light and good flavors. I'm going to have dreams about this pasta no joke!
10/10 come"
Ristorante Machiavelli,(206) 621-7941,Carol B.,"Honestly, how can you not love this place. It's the perfect place for authentic Italian food and it's so cheap! We've tried so many different dishes here and love each and every one. If I had to make one recommendation, it would be to try the linguine and clams. Don't forget a wine pairing!
Full warning, there's essentially no parking in this area of capitol hill so you should walk or take a ride share. There's almost always a wait, so plan accordingly. The inside is quite small which means it gets loud quickly, but again it's all worth it. We can't stay away"
Ristorante Machiavelli,(206) 621-7941,Victoria H.,"Machiavelli was amazing! It is truly a little Italian treasure on Capitol Hill! I have lived in the neighborhood for a while, but recently decided to try it out and so glad I did!
The only reason I am giving four stars instead of five was the LONG wait. Otherwise, it's a fantastic restaurant! The servers and hostess were all really nice and the food is DELICIOUS. It was definitely some of the greatest Italian food that I have had in Seattle! I really enjoyed the vibe of the restaurant as well. Very hip and casual.
Myself and my friend both had the Chicken Parmigiana and we loved it! It was cooked to perfection and had a layer of sauce over it that was amazing! The cheese melted on top was delicious as well, and to top it off the ground parmesan cheese on top of it made it everything! The spaghetti that came as a sodr dish was delicious as well!
For dessert, I had their in-house made vanilla bean cheesecake, which was phenomenal. It had a Graham cracker crust that just melts in your mouth. One of the best tasting cheesecakes I have ever had!
I definitely enjoyed Machiavelli and I will be returning. :) Please note, if you go on a weekend night, please be prepared to wait a while. However, your wait will be worth it! :)"
Ristorante Machiavelli,(206) 621-7941,Nita L.,"TLDR: Amazing food, cheap prices, ridiculously long wait times for both food and a table.
Food: You get a free serving of bread for the table which was fresh and soft, also much needed because the wait for food was really long. We ordered a half carafe of the house wine to drink, the spinach ravioli - which was creamy and well cooked and my ultimate favorite- The chicken liver lasagne. The chicken liver lasagne takes 25 mins to cook and every bite of it is well worth the wait.
Ambience & Service: This is a cozy restaurant with limited seating so the wait times here are incredibly long. I had to wait for more than an hour to get a table for 2. They don't accept phone reservations either. You can chill at the bar while you wait.
Cost: This is where this restaurant won me over. Cost us just 46$ for a dinner for two people that included 2 glasses of wine per person and 2 entrees. This is a very decent price to pay for the quality of food you get here.
My only complaint is the wait times involved. Else this place is awesome!"
Ristorante Machiavelli,(206) 621-7941,Michael G.,"Trattoria atmosphere, large menu, passable service in a very busy location. Tight tables make for a loud atmosphere.
Extensive menu. We had the eggplant and tortellini with creme sauce, both were spot on. There are so many Italian joints in this general area, this is a good choice for the price. Carafe wine was decent.
We will return."
Ristorante Machiavelli,(206) 621-7941,Jenn N.,"We had to wait 1hr, but the food was really worth it.
The Caesar salad with white anchovies was EXCELLENT. Probably the best salad I've ever had, thought it may or may not have been caused by the 1hr wait time. Anyway, the white anchovy add on is a must.
For the main course, I got the chicken liver lasagna. It was delicious, but I also like eating organs (fair warning for those who don't like eating organs normally and want to see if they'd like it. You won't because the distinct flavor was definitely still there)."
Ristorante Machiavelli,(206) 621-7941,Tom B.,"I've eaten here 18 years now. Moved away, but every time I come back to Seattle, this is a must. Cozy and delicious. Chicken Piccata
fresh lemon, capers, sweet butter - my personal favourite with a side of spaghetti. Oh man. I need to get back up there! Well done you."
Ristorante Machiavelli,(206) 621-7941,Elizabeth K.,"I absolutely loved my meal here! I was in the mood for a more basic pasta dish, something like plain spaghetti with marinara, and Machiavelli offered that. However, I was delighted to end up enjoying the red pepper pasta. It was creamy and full of flavor - perhaps the best pasta I've ever had. After my first bite, I thought, ""can I come here again tomorrow?"" I also got the mixed greens salad, which was served with a great dressing.
The restaurant was busy, but the wait staff was attentive and friendly. One of the staff members took some photos of a group that had finished dining, even though the restaurant was pretty busy. I thought that was kind."
Ristorante Machiavelli,(206) 621-7941,Sou M.,"My friend was craving carbs a few nights ago and she loves italian, so we looked this place up and decided to go.
When we got there, there was a 30-40 mins wait time (on a Tuesday). We were waiting at the bar area and asked the server if we can just order food or appetizers at the bar and she said we can do that. The bartender, however, denied to take our food order or even showing us the menu!
After finally getting the table, we ordered an eggplant parmesan and a penne pasta with red pepper and walnut. They served complementary olive bread with a mix of olive oil and balsamic vinaigrette which we loved!
The eggplant parmesan was just ok, it was too cheesy and not as breaded as we like. The pasta was really good and creamy.
The server was nice and attentive. The ambience is old and cosy, with dim lighting. The wait time for food was long. The value for price is good since the portions are big."
Ristorante Machiavelli,(206) 621-7941,Pinky P.,"This place was recommended to us by family who lives close by. And thank heaven they did! When we first walked in, I was scared we wouldn't get a table. Always a good sign in my book when a restaurant is packed but even a better sign when it's a random Tuesday night!
The service was incredible from the minute we walked in. Everyone was so friendly.
We ordered the chicken parmigiana and the spinach ravioli. The ravioli was delicious and they didn't skimp on the tomato cream sauce. Pretty delicious. The chicken parmigiana blew our minds! We both decided it was by far THE BEST we have ever had! The sauce was so perfect and the chicken portion was perfect. Usually it's too thick and you loose the flavors eating the chicken.
Last we had the chocolate mousse tiramisu. It was also good. I preferred the moose over the rum dipped lady fingers.
The only slight improvement would be the bread in the beginning (which was complimentary). It was really hard and chewy but really does not matter with everything else being so amazing! Go eat the chicken parm here! You won't regret it!"
Tavolàta,(206) 838-8008,Phil G.,"A week ago, we were told Tavolata wouldn't do take out. I phoned tonight, 3/13/2020, and sure enough, Tavolàta was happy to have us pick up food. We have been on a social distance quarantine since the Coronavirus pandemic erupted. I guess other people aren't reading the same research I am. People were out and about, in spite of the rain, and in spite of any contagious virus. The bars on 2nd Avenue were full, including the bar at Tavolàta. I felt foolish, locking myself inside all week, but then again, my age is susceptible to complications if I contract the Coronavirus. Foolish, paranoid, overly cautious, vigilant, better safe than sorry; who knows?
The food from Tavolàta was good. Our rigatoni and pappardelle pastas were good. The Arancini balls were a bit bland for my taste. Carpaccio was okay. Bread was well baked. Prices were Seattle high - $100 for this meal. Expensive, but there isn't much choice in the Emerald City. This is not an egalitarian city anymore."
Tavolàta,(206) 838-8008,Brian B.,"Great service! Great food! Definitely Italy recommend the knoche! My wife and I will definitely be back!
Update: we came back and it was amazing again! Seriously love this place!"
Tavolàta,(206) 838-8008,Brian B.,Great service! Great food! Definitely Italy recommend the knoche! My wife and I will definitely be back
Tavolàta,(206) 838-8008,Maia R.,"Terribly disappointing experience, and had it not been for our waitress, this would be one star. I had made our reservations the day Valentine's Day reservations opened and the menu posted at Tavolata. Despite our early booking, we were seated in the very center of a communal table (that, as I recall, I had specifically requested to avoid). The table was too loud for me and my boyfriend to even speak to each other, so we requested to be moved to another table. Meanwhile there were several other couples at their own tables, including one couple at a 4-top. They sat us at the bar, which was fine.
Once we were seated at the bar, we reviewed the menu. The menu in our hands had almost entirely different courses for the pasta and entree from what Tavolata had posted online and the menu we had so been looking forward to. This was incredibly disappointing and deceptive in my opinion.
Our waitress at the bar was lovely (blonde curly hair and tall). But the servers left dirty plates on our spot for too long (I had to ask them to clear the appetizer plates) and they did not seem appropriately trained. I overheard one server saying it was his third day at the job, and the hosts (we were sitting directly next to them) were cursing and mocking some of the patrons to each other by the end of our dinner.
Also, our ticket for our 2nd and 3rd courses ""got lost."" We waited over 1.5 hours for our pasta course after getting the appetizers. When our waitress told us this, she was apologetic but didn't offer any recourse until I asked her if we could have more wine since we had drank the glass that was supposed to be paired with our course. She was happy to oblige but it was pretty clear all we would have gotten was an apology otherwise. When we finally got our pasta, it was cold.
The food was okay. Porchetta was way too salty with huge salt crystals and peppercorns intact that made a difficult texture to chew. If they had had their promised menu I would have ordered the lobster (by the way, Tavolata, don't promise this as a menu item if you aren't positive you'll get it. We had thought about going to the lobster dinner at Derby but didn't because we saw we would get lobster on this menu. What a waste.) Mushroom ravioli was okay but not what I was looking forward to going into the meal. Port wine pairing was cheap and too sweet. 2.5 hours later we left our meal feeling unsatisfied and disappointed.
I've had quite a few experiences with Tavolata before this, but after being so disappointed with this deceptive and uncomfortable experience, I will never be returning."
Tavolàta,(206) 838-8008,Zachary H.,"My gf and I went here for our anniversary.
We were hoping to get the happy hour deals but the bar was full so we sat at a table. It's a bit annoying that the happy hour is only offered at the bar and not at the tables. If I sat 3 feet away from my table seat my dinner would've been deeply discounted for the same food. Oh well.
Upon being seated, the waiter gave us each a small glass of champagne and wished us a happy anniversary. That was a kind gesture and was appreciated. We ordered some drinks and our meals and waited in anticipation. I ordered the pappardelle and my gf got a carbonara dish. The food was stellar. When it arrived at the table it was one of those dishes that doesn't look like a lot of food until you start eating it. We also ordered the bruschetta with smoked salmon. It was tasty but I'd probably try another appetizer next time.
The service was exceptional and food was awesome. I hope to return at some point and hopefully get a spot at the bar for happy hour!"
Tavolàta,(206) 838-8008,Kamara S.,"Out of all the Italian restaurants I visited in Seattle, I have to say Tavolàta is one of my faves.
I have been to both restaurants multiple times. In fact, once I came an hour early because I thought it opened at an earlier time. Of course, I couldn't show my face for a period of time after that.
This review is for the Belltown location. The people there are friendly as you walked through the door and explain to you that happy hour (5-7 pm) is limited to the long bar in the front and the side table structure at the very front of the restaurant. I say structure because it glides along the window in a weird pattern that is aesthetically interesting to see.
I have to say this restaurant has a great happy hour. I define a good happy hour as one where you could get a decent meal just off of ordering from the happy hour listings alone. You can get cheap but delicious wine options ($6 bubbles don't mind if I do). Good apps to share (if you are into that). Plus actual pasta options like 2 different dishes of spaghetti depending on your interest. Plus I appreciate that they have an actual dessert on the happy hour menu as well.
Myself, like many others before me, have chosen the gnocchi alla romana thinking it would be the small ones we know. I won't call it a mistake because I enjoyed the dish, but I think they can call it out more so people know what to expect.
But the main reason I go back to this restaurant, even if I have to cross from the Eastside is for something that isn't even on the menu and isn't available all the time. It is... their bucatini carbonara. I know this is not the first place I had bucatini but it is a good reason why I love it. It is not even available during happy hour but I keep going back for it (I try other good things as well).
The worst part is the guessing game in which you have to see it if it would be available. I could call ahead to check but even I am not that ridiculous and I can try other dishes when I get there. I have been there once where they were going to have it the day after I ate there. I was crushed. But it is a great #treatyourself meal if it is available.
Would I bring a big group to Tavolàta? Not in the winter if you are banking on happy hour. But if we wanted to ball on pasta and other treats, sure. If it was 2-3 people, I would definitely try to get a bar seat. It would be a great and interesting date location.
This was my first Ethan Stowell restaurant when I came to Seattle and it has inspired me to go to more"
Tavolàta,(206) 838-8008,Heather W.,"Highly recommend the Pappardelle! Was delicious.
Burrata app, not so much. Their menu changes but it seems they keep different versions of it - when we order it there were figs. Issues were the oddity of the ice cold cheese and rock hard crustinis that are a bit painful to bite into. After enduring for a bit, I decided to ask our server for some fresh bread and that switch helped a bit. If the crustini was a bit thicker cut and more chewy than hard, it would help a lot.
Got 'An appropriate sipper' (bourbon based cocktail) and that was very tasty and enjoyed.
Our table was towards the back along the wall with view into the open kitchen. I always enjoy watching the kitchen prepare meals. Great advertising on their part since it convinced us to get the delicious dessert that was being prepared for a large group. I forgot to take a photo and my memory is fuzzy but since these items change often there isnt much point!
I do appreciate the constantly changing menu; I'm sure this is a popular spot for locals of Seattle. Lovely ambiance, attentive service, delicious italian food."
Tavolàta,(206) 838-8008,Michelle A.,Happy hour at Tavolàta is great ! Be warned... you'll need to be first in line with your whole party in order to be seated. The pasta is pretty good. What puts the cherry on top is the fact that the pasta is made from scratch !! How many places can say that ?? Their happy hour brings plates half off and house wines as well. Employees are very friendly and check in on you often to see if you're doing okay. The reason for the 4 star review is because there isn't much seating space around the bar area... which I believe are the only seats available for Happy Hour menu options (could be mistaken). Overall I've come here a couple of times and will continue to do so.
Tavolàta,(206) 838-8008,David H.,"I really enjoyed having dinner for Seattle Restaurant Week here because they allow you to order anything off of their menu, while most restaurants have a limited menu.
For appetizers, I loved the bruschetta. It was well cooked and the smoked fish was perfect on top. This was probably the only appetizer I enjoyed.
For entrees, we had the rigatoni and the halibut. Right away you can see that the rigatoni comes in a pretty good sized serving. The sauce and meatballs were delicious and had a pleasantly spicy kick to it. I definitely recommend this dish! The halibut was pretty disappointing. It was charred, but a little too charred. Some bites tasted like nothing but char, which was annoying. The rice & sauce that accompanies the halibut was good though. If you're interested in this dish, I'd strongly recommend requesting it to be just lightly charred.
The service here was excellent. Our server gave us a good recommendation for wine and was friendly and attentive all evening long. I've heard that sometimes servers at pricier restaurants can be a little biased against you if you're there for SRW, but they really seem to embrace SRW here.
Overall, Tavolata is not one of my favorites for Italian food but it's still pretty good. Personally, I probably wouldn't come back for anything other than Happy Hour or SRW because there are better affordable options around, but if you decide to come here for dinner it's a solid choice."
Tavolàta,(206) 838-8008,Madison S.,"This is my second time to a Tavolàta restaurant. The pasta is pretty dang good. The atmosphere is delightful (think candle light, rustic modern brick, open kitchen). It is rather loud in the restaurant. Can we tough to find good parking, so we paid to park in a lot behind the restaurant. The starter bread was good (not out of this world). The spaghetti dish was really good - noodles were thick and delicious and the sauce was light and yummy. The Pappardelle was good - heavy sauce, orange flavor didn't throw me off a ton, and thick noodles. I preferred the spaghetti dish however because the noodles and sauce were better IMO. The chicken and ricotta meatballs were also very good with the spaghetti. Portions are large - we both took some to go. Price is high.
As a local. I don't think it was worth going again for the price overall, but a nice dining experience for a date night."
Tavolàta,(206) 838-8008,Naveed N.,"Yet another Ethan Stowell homerun!
We had reservations for restaurant week- but because I'm a bottomless pit, we figured it wouldn't be enough food and stopping in for happy hour just before would be the right move.
Sat at the bar for happy hour and enjoyed some drinks, and small bites- The baked gnocchi will forever live in my dreams.. truly fantastic.
Dinner/Drinks overall were really great, and I particularly enjoyed the hangar steak they were offering at the time for restaurant week.
It was a bit noisy in the restaurant which made conversation difficult, but I also wasn't expecting a quiet/low-key dining experience so that is okay! I've yet to visit again but plan to fulfill my gnocchi craving very soon. Cheers!"
Tavolàta,(206) 838-8008,Tara D.,"Food was phenomenal! The duck was amazing, especially the finishing sear. The risotto was creamy and flavorf. Even the starters were great! We ordered the brussel sprouts and squash as well as the bread, and oil and vinegar. Beautiful flavors in everything! I would be happy to come back."
Tavolàta,(206) 838-8008,Rebecca W.,"This place has serious date night vibes with the dimmed romantic lighting and with their awesome happy hour you can do date night on a budget! I came to celebrate my friend's birthday recently and the whole experience was amazing! The hostess was super nice and made an exception by letting my two friends sit in the bar area (HH area) before I got there (usually the whole party has to be there). The food tasted amazing at only $12 a plate on the happy hour menu it's a steal!!! They also didn't skimp on the size like I expected for HH and instead the plates were full dinner size. The drink prices were also pretty good with $6 for a well drink and $$4 for a San Juan hard seltzer.
I ordered the spaghetti with chicken ricotta meatballs and I'd give it a 4/5 stars. You can definitely tell the pasta was homemade from the great texture and the sauce was light, but well flavored. I liked the meatballs, but I wish you could taste the ricotta more and that they did 3 slightly smaller meatballs instead of 2 massive ones. I'd definitely order this again! My friend had the Pappardelle and from the one bite I tried I it also tasted really good!
I'm definitely coming back and I highly recommend this place for happy hour (5-7pm)! I might even come back and try the full dinner menu. Thanks for the quality food/drink and I can't wait to come back!"
Tavolàta,(206) 838-8008,Elly L.,"We had their gnocchetti and pappardelle when we visited Seattle last year. The pastas were al dente and the flavors were very good. I liked the pappardelle flavor a lil more. Gnocchetti's flavor was a lil less than what I expected, but nonetheless it was still good. And they give a generous amount of pasta and sauce.
Next time when I'm in Seattle and is craving for good Italian pasta, I would like to come back here."
Tavolàta,(206) 838-8008,Joel Y.,"Deeeelicious! Came here on a Saturday night and even though it was busy, was able to find seating almost right away. The service was great, ambience was superb, and the food was yum.
Ordered the roasted beets which were the best beets I've ever had along with the Pappardelle and the Gnocchi Alla Romana. The food was tasty and wasn't too overfilling which was perfect. Also the drinks where outstanding. Definitely a good place to go if you're in the area."
Tavolàta,(206) 838-8008,Emily H.,"Outstanding pasta! A little pricey, but if you're looking for a trendy (possibly intimate) dinner spot and you don't mind paying a little more for your pasta then check it out! I came here with a group of girls for a friend's birthday and we had a great time. Shared the brussels sprouts, they were a little too salty for me but everyone else liked them. For dinner we each got either traditional spaghetti, the butter noodles, or sausage rigatoni. We agreed the rigatoni with the spicy sausage was the best, but the spaghetti was delicious too! The buttered noodles (called something fancier on the menu) were actually pretty good considering it's a rather basic dish. We shared the donuts for dessert and the chocolate sauce they came with was amazing."
Tavolàta,(206) 838-8008,Marina K.,Omg the potato gnocchi is the best! Cocktails and service is lovely as well. Great place for family or friend dinner and maybe a first date. We came on a week day around 6pm and got a table no problem but call ahead to make sure they have room. Nice kinda dark ambiance as well. I will def be back!
Tavolàta,(206) 838-8008,Sarah N.,"We stopped in for late night food after our flight landed and we are so Glad we came here. We were hungry, tired, and just need a good meal.
This is true homemade Italian! The ambiance and wait staff and accommodating and amazing. They help with suggestions and are prompt to check on you. The food is so fresh, homemade, and delicious. So many flavors go into each dish that make every bite appreciated.
Wine and beer selection is great - cocktails available too. Would recommend or go back if we have the chance!"
Tavolàta,(206) 838-8008,Ellen C.,"I forgot how good this place is, having gone to the Cap Hill location. My friends and I stopped by for dinner Friday night at around 8pm and got seated quickly without reservations. I ordered the rigatoni and let me say that the pasta was cooked to perfection. I ate that entire dish as if I've never had pasta in my life.
Highly recommend if you've never tried this restaurant."
Tavolàta,(206) 838-8008,Julia P.,"LOVE the happy hour menu!! Super affordable and tasty dishes. My personal favorite is the pappardelle, but everything is also delicious. The bread was fresh and warm and the spices and flavors they use in their pastas really come through. I'm no expert in Italian food but and I can tell this is GOOD Italian food :)
If you decide to come here, definitely try go for the happy hour. The bar does fill up quickly so try to come early. Best to come with 2 people."
Tavolàta,(206) 838-8008,Sachi E.,"fun fact: they light every single candle every day!! The ambiance of the restaurant was typical for an Italian restaurant. their food was delicious, my opinion a little over priced - still good tho. Their dessert was my favorite part! Highly recommend their creme brulee :)"
Bizzarro Italian Cafe,(206) 632-7277,,
